1,0,0,0,0 days 00:00:29.893380
1,0,0,0,0 days 00:00:30.637582
1,0,0,0,0 days 00:00:31.018982
1,0,0,0,0 days 00:00:31.421641
1,0,0,0,0 days 00:00:31.829243
1,0,0,0,0 days 00:00:32.225974
1,0,0,0,0 days 00:00:32.630585
1,0,0,0,0 days 00:00:33.033403
1,0,0,0,0 days 00:00:33.441152
1,0,0,0,0 days 00:00:34.244608
1,0,0,0,0 days 00:00:34.634988
1,0,0,0,0 days 00:00:35.044140
1,0,0,0,0 days 00:00:35.439776
1,0,0,0,0 days 00:00:35.882326
1,0,0,0,0 days 00:00:36.301860
1,0,0,0,0 days 00:00:36.719558
1,0,0,0,0 days 00:00:37.319280
1,0,0,0,0 days 00:00:37.719455
1,0,0,0,0 days 00:00:38.117292
1,0,0,0,0 days 00:00:38.539333
1,0,0,0,0 days 00:00:38.934858
1,0,0,0,0 days 00:00:39.325972
1,0,0,0,0 days 00:00:39.742110
1,0,0,0,0 days 00:00:40.141925
1,0,0,0,0 days 00:00:40.538873
1,0,0,0,0 days 00:00:40.947805
1,0,0,0,0 days 00:00:41.598447
1,0,0,0,0 days 00:00:42.012578
1,0,0,0,0 days 00:00:42.410953
1,0,0,0,0 days 00:00:42.824211
1,0,0,0,0 days 00:00:29.893380
1,0,0,0,0 days 00:00:30.637582
1,0,0,0,0 days 00:00:31.018982
1,0,0,0,0 days 00:00:31.421641
1,0,0,0,0 days 00:00:31.829243
1,0,0,0,0 days 00:00:32.225974
1,0,0,0,0 days 00:00:32.630585
1,0,0,0,0 days 00:00:33.033403
1,0,0,0,0 days 00:00:33.441152
1,0,0,0,0 days 00:00:34.244608
1,0,0,0,0 days 00:00:34.634988
1,0,0,0,0 days 00:00:35.044140
1,0,0,0,0 days 00:00:35.439776
1,0,0,0,0 days 00:00:35.882326
1,0,0,0,0 days 00:00:36.301860
1,0,0,0,0 days 00:00:36.719558
1,0,0,0,0 days 00:00:37.319280
1,0,0,0,0 days 00:00:37.719455
1,0,0,0,0 days 00:00:38.117292
1,0,0,0,0 days 00:00:38.539333
1,0,0,0,0 days 00:00:38.934858
1,0,0,0,0 days 00:00:39.325972
1,0,0,0,0 days 00:00:39.742110
1,0,0,0,0 days 00:00:40.141925
1,0,0,0,0 days 00:00:40.538873
1,0,0,0,0 days 00:00:40.947805
1,0,0,0,0 days 00:00:41.598447
1,0,0,0,0 days 00:00:42.012578
1,0,0,0,0 days 00:00:42.410953
1,0,0,0,0 days 00:00:42.824211
1,0,0,0,0 days 00:00:43.240432
