1,0,0,0,0 days 00:00:26.684674
3,796,247,0:00:33.829956,0 days 00:01:01.292988
5,916,214,0:00:28.979685,0 days 00:01:30.976275
7,1025,188,0:00:26.124373,0 days 00:01:57.649842
9,1365,193,0:00:27.857579,0 days 00:02:26.359106
