1,1099,0,0,0 days 00:00:27.465070
1,-100,0,0,0 days 00:00:27.816200
3,932,485,0:01:06.242426,0 days 00:01:34.245701
11,11190,1237,0:02:50.348596,0 days 00:06:13.208599
