1,0,0,0,0 days 00:00:09.054087
3,228,65,0:00:09.308020,0 days 00:00:19.663566
5,231,67,0:00:09.616674,0 days 00:00:30.435413
11,238,66,0:00:09.440781,0 days 00:01:00.733252
13,239,67,0:00:09.647970,0 days 00:01:11.392168
