1370,243.2,814,-100,138,19.503169,13002.405025
1380,332.0,784,-100,143,20.186627,13101.752112
1390,322.1,773,-100,136,19.391605,13200.968631
1400,316.0,740,-100,139,19.701665,13298.477386
1410,318.2,773,-100,135,19.116755,13396.094131
1420,239.5,767,-100,2,0.169997,13476.511084
1430,399.7,779,-100,135,19.132701,13592.971458
1440,324.1,763,-100,135,19.101225,13691.376174
1450,398.6,782,-100,142,20.048171,13807.95295
1460,322.1,763,-100,140,19.822422,13907.274138
1470,318.8,784,-100,140,19.839567,14004.493271
1480,319.1,762,-100,142,20.097684,14103.175619
1490,324.4,782,-100,140,19.869803,14203.224107
1500,321.9,780,-100,138,19.546696,14302.012223
1510,231.5,745,-100,2,0.172618,14380.295028
1520,317.5,759,-100,2,0.181164,14477.546601
1530,323.2,768,-100,2,0.175918,14575.910481
1540,324.0,802,-100,2,0.178474,14674.632132
1550,334.5,787,-100,2,0.183186,14775.237788
1560,330.8,789,-100,142,20.07979,14874.056325
1570,320.6,773,-100,2,0.169217,14972.692908
1580,319.1,751,-100,2,0.172564,15071.20509
1590,322.2,772,-100,142,20.060808,15170.436551
1600,323.8,798,-100,150,21.108552,15270.269241
1610,332.5,786,-100,145,20.476784,15371.525091
1620,235.9,772,-100,2,0.172865,15450.793737
1630,327.8,780,-100,2,0.18926,15550.93887
1640,326.0,811,-100,2,0.188093,15650.225798
1650,326.1,802,-100,2,0.174652,15749.781032
1660,396.9,756,-100,140,19.839554,15867.432911
1670,239.4,766,-100,2,0.174496,15946.878144
1680,324.9,786,-100,2,0.174033,16046.402751
1690,326.3,783,-100,2,0.182056,16146.333718
1700,322.5,782,-100,2,0.17929,16245.848631
1710,316.6,756,-100,2,0.182727,16343.126513
1720,324.2,764,-100,139,19.735747,16442.234081
1730,313.6,761,-100,138,19.609804,16541.106354
1740,319.3,795,-100,2,0.181779,16640.366249
1750,322.9,768,-100,2,0.185716,16738.260813
1760,320.2,795,-100,2,0.162989,16836.985316
1770,407.4,775,-100,143,20.147747,16954.769243
1780,252.3,802,-100,2,0.184357,17036.23506
1790,318.5,769,-100,132,18.823451,17133.529616
1800,246.0,823,-100,2,0.183216,17215.0395
1810,249.1,813,-100,2,0.169959,17295.494277
1820,332.9,800,-100,2,0.180865,17395.567677
1830,327.5,785,-100,2,0.171055,17494.908863
1840,238.4,757,-100,2,0.173538,17574.801451
1850,323.8,792,-100,2,0.170701,17674.776782
1860,321.3,769,-100,2,0.183107,17773.768037
1870,333.9,786,-100,140,19.783776,17874.856446
1880,329.4,781,-100,140,19.790494,17974.458787
1890,326.0,771,-100,138,19.5597,18073.586316
1900,329.8,830,-100,2,0.175669,18175.368995
1910,328.7,796,-100,2,0.171488,18275.007458
1920,408.7,794,-100,135,19.179215,18394.244471
1930,327.5,780,-100,140,19.803849,18492.60902
1940,236.7,769,-100,2,0.182457,18569.929171
1950,314.5,753,-100,2,0.170722,18668.275609
1960,323.5,773,-100,2,0.182043,18768.167336
1970,318.7,795,-100,2,0.17389,18866.977584
1980,326.9,796,-100,2,0.173969,18967.381612
1990,324.9,793,-100,2,0.183498,19067.155287
2000,315.7,762,-100,2,0.181167,19163.663637
2010,318.7,761,-100,2,0.179208,19262.244197
2020,326.9,814,-100,2,0.169896,19361.470849
2030,314.0,769,-100,2,0.181849,19458.969726
2040,329.6,776,-100,146,20.56246,19559.612247
2050,233.5,783,-100,2,0.181824,19639.142869
2060,325.8,769,-100,138,19.618015,19738.883537
2070,318.9,771,-100,141,19.981101,19837.204033
2080,236.2,769,-100,2,0.171271,19915.773852
2090,326.7,793,-100,2,0.171344,20015.474751
2100,324.2,772,-100,139,19.717516,20114.466944
2110,240.4,787,-100,2,0.168805,20193.606987
2120,328.6,795,-100,143,20.229634,20293.358931
2130,335.7,803,-100,141,19.896945,20393.857241
2140,327.3,794,-100,144,20.372363,20493.837543
2150,336.2,801,-100,144,20.328646,20595.091829
2160,240.0,767,-100,2,0.176981,20674.368081
2170,318.2,762,-100,2,0.170206,20772.506602
2180,401.0,762,-100,135,19.218688,20890.69377
2190,329.4,789,-100,142,20.006314,20990.133113
2200,241.2,788,-100,2,0.184641,21069.532908
2210,328.9,779,-100,2,0.184271,21169.549895
2220,312.7,761,-100,2,0.176931,21267.266604
2230,314.0,771,-100,140,19.826811,21365.705547
2240,320.1,778,-100,2,0.174627,21463.775488
2250,401.7,791,-100,2,0.186988,21581.334603
