10,-5.3,131,-100,2,0.193672,45.037565
20,7.8,135,-100,2,0.182673,93.230715
30,5.7,128,-100,2,0.181413,142.032127
40,28.4,349,-100,2,0.191893,190.83121
50,198.8,605,-100,2,0.170962,261.770704
60,321.6,635,-100,101,14.702067,354.902088
70,251.1,615,-100,107,15.596516,433.063029
80,264.2,638,-100,2,0.192915,515.143247
90,263.1,673,-100,2,0.192642,597.663046
100,270.5,654,-100,2,0.179776,682.869715
110,266.1,664,-100,2,0.180167,766.471269
120,276.9,674,-100,2,0.183345,853.843888
130,357.9,730,-100,133,19.711474,962.119505
140,304.9,727,-100,128,18.557086,1058.512973
150,288.6,687,-100,127,18.386554,1152.649855
160,293.5,727,-100,135,19.495228,1247.380531
170,287.3,696,-100,129,18.649759,1341.128424
180,296.8,715,-100,2,0.198185,1436.259256
190,292.7,714,-100,2,0.195484,1530.726103
200,288.0,732,-100,2,0.206263,1623.76578
210,296.4,713,-100,2,0.189465,1718.462341
220,292.4,716,-100,2,0.185021,1812.989082
230,288.8,706,-100,2,0.180616,1906.770395
240,386.6,788,-100,136,19.333131,2022.889023
250,319.7,798,-100,136,19.362976,2122.512255
260,333.7,801,-100,2,0.177766,2223.144913
270,334.8,786,-100,2,0.183739,2324.534523
280,326.7,781,-100,2,0.180726,2424.069213
290,400.8,776,-100,139,19.721268,2541.705223
300,328.3,808,-100,2,0.179768,2642.765748
310,316.0,757,-100,2,0.182907,2740.75255
320,321.2,788,-100,2,0.169515,2838.810072
330,317.8,771,-100,138,19.560348,2937.526083
340,237.5,763,-100,2,0.183072,3016.736366
350,399.6,753,-100,132,18.879304,3134.351823
360,322.9,823,-100,137,19.344651,3233.509465
370,314.2,752,-100,136,19.325264,3331.11408
380,245.3,794,-100,140,19.815291,3411.880949
390,320.3,769,-100,133,18.950699,3510.605406
400,316.9,770,-100,139,19.719517,3608.953456
410,336.2,794,-100,146,20.630834,3710.537276
420,318.8,769,-100,142,20.156129,3809.677013
430,328.6,819,-100,2,0.178257,3909.268566
440,233.9,747,-100,2,0.180839,3987.747868
450,324.4,781,-100,2,0.183095,4087.132938
460,324.1,779,-100,2,0.169072,4185.471646
470,319.8,780,-100,2,0.184281,4283.357722
480,226.9,762,-100,2,0.182454,4361.456637
490,322.0,768,-100,2,0.173122,4460.111271
500,327.3,771,-100,2,0.178982,4559.754556
510,327.4,788,-100,2,0.181083,4660.025004
520,317.4,762,-100,2,0.181269,4758.638562
530,316.2,749,-100,2,0.177962,4856.267261
540,324.7,801,-100,139,19.702125,4955.868886
550,314.3,768,-100,139,19.750659,5053.522991
560,319.4,796,-100,130,18.545139,5151.023349
570,320.3,780,-100,143,20.234687,5249.691851
580,316.8,772,-100,136,19.34452,5348.109776
590,312.9,772,-100,134,19.016742,5444.942982
600,238.4,788,-100,2,0.182496,5524.150871
610,315.4,755,-100,2,0.187145,5621.141902
620,332.3,792,-100,2,0.174793,5721.369129
630,329.5,792,-100,145,20.427914,5821.852598
640,238.6,781,-100,135,19.222075,5901.769723
650,156.3,786,-100,2,0.181984,5962.227492
660,404.2,777,-100,139,19.655302,6079.676582
670,329.7,780,-100,140,19.804385,6180.334312
680,399.7,762,-100,140,19.8884,6296.985911
690,317.8,780,-100,142,20.023262,6394.75208
700,242.0,780,-100,2,0.173964,6474.882326
710,410.1,786,-100,137,19.418047,6592.292625
720,323.0,773,-100,145,20.526216,6691.55169
730,325.6,779,-100,142,20.104654,6791.333953
740,326.6,785,-100,146,20.561797,6890.287727
750,242.1,771,-100,2,0.171522,6970.599078
760,406.1,781,-100,143,20.172978,7087.837877
770,342.6,816,-100,141,19.980734,7189.250896
780,322.1,766,-100,135,19.171455,7286.036613
790,327.8,772,-100,135,19.208884,7385.152714
800,233.2,779,-100,2,0.180075,7464.166878
810,325.3,782,-100,2,0.17116,7562.297716
820,336.4,793,-100,2,0.173834,7663.907268
830,249.4,795,-100,2,0.17694,7745.397382
840,327.3,794,-100,2,0.189651,7845.237438
850,318.2,749,-100,2,0.181114,7943.045959
860,412.1,814,-100,142,20.165293,8063.25632
870,309.0,762,-100,140,19.848543,8160.979747
880,327.2,791,-100,137,19.444993,8260.231788
890,311.8,755,-100,142,20.146039,8357.893523
900,335.9,792,-100,2,0.174246,8460.009086
910,317.8,768,-100,2,0.179066,8558.356187
920,324.1,766,-100,140,19.81425,8657.879121
930,325.0,784,-100,2,0.183343,8757.437966
940,327.8,799,-100,140,19.897793,8857.351413
950,323.5,791,-100,144,20.263762,8956.128864
960,318.1,776,-100,141,19.976756,9053.541708
970,322.5,760,-100,140,19.836611,9152.383192
980,237.4,783,-100,2,0.185969,9232.034942
990,321.0,765,-100,2,0.170157,9329.702605
1000,395.4,763,-100,133,18.903613,9445.952449
1010,242.4,770,-100,142,20.098788,9526.441906
1020,325.3,789,-100,137,19.435404,9625.468071
1030,319.7,800,-100,138,19.582201,9723.010215
1040,237.7,769,-100,2,0.182631,9802.448149
1050,323.8,775,-100,2,0.175381,9901.700553
1060,318.0,767,-100,2,0.172361,9998.374497
1070,324.9,775,-100,144,20.385411,10097.551406
1080,323.7,771,-100,142,20.106402,10196.959502
1090,314.7,741,-100,135,19.124863,10293.590379
1100,321.4,763,-100,138,19.525411,10392.290796
1110,319.9,782,-100,141,19.972782,10490.537992
1120,310.6,751,-100,2,0.186066,10587.438415
1130,313.8,751,-100,2,0.171814,10684.605819
1140,418.5,797,-100,138,19.54458,10803.709555
1150,317.8,751,-100,138,19.550046,10902.070945
1160,318.5,762,-100,136,19.31847,11000.494308
1170,240.3,775,-100,2,0.175094,11079.578897
1180,325.1,801,-100,2,0.179777,11179.068703
1190,324.1,780,-100,2,0.182278,11278.568496
1200,325.1,778,-100,2,0.177312,11377.767639
1210,232.2,770,-100,2,0.186214,11456.955965
1220,323.9,770,-100,138,19.573769,11555.779146
1230,325.3,761,-100,140,19.906515,11655.1995
1240,312.0,742,-100,139,19.727119,11752.15669
1250,327.4,770,-100,2,0.175883,11851.969115
1260,331.1,796,-100,2,0.180067,11953.258838
1270,316.5,748,-100,2,0.168419,12050.490561
1280,328.0,789,-100,2,0.169816,12150.476359
1290,326.7,784,-100,2,0.182266,12249.92435
1300,323.4,771,-100,2,0.169238,12348.973289
1310,322.6,772,-100,2,0.178819,12448.624508
1320,316.6,756,-100,2,0.171552,12546.86774
1330,236.0,756,-100,138,19.539652,12625.63807
1340,323.4,777,-100,140,19.761338,12724.388232
1350,328.3,781,-100,139,19.701841,12823.873984
1360,322.4,770,-100,140,19.823458,12922.47025
