2,166,20,0 days 00:00:02.774231,0 days 00:00:11.514758
3,166,20,0 days 00:00:02.787333,0 days 00:00:15.855999
3,166,20,0 days 00:00:02.787333,0 days 00:00:20.043817
5,166,20,0 days 00:00:02.796852,0 days 00:00:24.438524
6,166,20,0 days 00:00:02.838279,0 days 00:00:28.621585
7,174,20,0 days 00:00:02.804034,0 days 00:00:32.966313
8,182,20,0 days 00:00:02.777461,0 days 00:00:37.279681
8,182,20,0 days 00:00:02.777461,0 days 00:00:41.418613
10,182,20,0 days 00:00:02.827169,0 days 00:00:45.765156
1,70.0,70,70,20,6.476096,7.182596
2,166.0,166,166,20,4.133214,12.205126
3,166.0,166,166,20,4.307541,16.512893
4,150.0,150,150,20,4.224078,20.737187
5,166.0,166,166,20,4.38301,25.1208
6,166.0,166,166,20,4.34859,29.469598
7,174.0,174,174,20,4.168521,33.638492
8,182.0,182,182,20,4.327601,37.966311
9,174.0,174,174,20,4.299381,42.265921
10,182.0,182,182,20,4.183389,46.449552
