1,0,0,0,0 days 00:00:10.096203
3,224,68,0:00:09.786399,0 days 00:00:21.074165
5,225,61,0:00:08.828346,0 days 00:00:31.034331
6,246,65,0:00:09.371034,0 days 00:00:41.215266
10,886,741,0:01:48.070389,0 days 00:02:40.158929
